"status_id","created_at","user_id","screen_name","text","source","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","retweet_status_id","retweet_text","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x1010481977345150977",2018-06-23 11:17:31,"x2786939868","ChrisAFRIN","@EASOobesity @BBCNews @SCPHRP @exerciseworks @lborouniversity @ncsemem @InstituteHPE @PHE_uk @LDWA1 @RamblersGB @BMC_Walk @diagonalwalking @healthywalks @TrailMagazine @countrywalking @TGOMagazine @AshRouten Quoting @runnersworld ""4 to 5 mph will be a VERY fast walk or jog; and anything over 5 mph will be jogging or running."" VERY in caps is my emphasis https://t.co/6fmF6ib4pY #PhysicalActivity #exercise","Twitter Web Client","x1010306033435250693","x2786939868","ChrisAFRIN",FALSE,FALSE,1,0,"PhysicalActivity exercise",,"runnersworld.com/runners-storie…","https://t.co/6fmF6ib4pY","https://www.runnersworld.com/runners-stories/a20844065/what-are-the-right-walking-and-running-speeds/",,,,,,,,,"x1568301565 612473 420245593 256921454 63094620 538862972 836202807271243776 41822696 2212685113 111911630 1372327717 973478856488308736 18075153 20603152 21886240 55590238 1400269873 14882900","EASOobesity BBCNews SCPHRP exerciseworks lborouniversity ncsemem InstituteHPE PHE_uk LDWA1 RamblersGB BMC_Walk diagonalwalking healthywalks TrailMagazine countrywalking TGOMagazine AshRouten runnersworld","en",,,,,,,,,,,,,
"x1010478517761421312",2018-06-23 11:03:47,"x727668494070767616","chandramthomas","RT @royalcolchiro: Physical Activity #repost! Get in the habit! @PHE_uk @exerciseworks @ProfKevinFenton #FridayFeeling #publichealth #Physi…","Twitter for iPhone",,,,FALSE,TRUE,0,17,"repost FridayFeeling publichealth",,,,,,,,,,,,,"x168705633 41822696 256921454 1019967199","royalcolchiro PHE_uk exerciseworks ProfKevinFenton","en",,,"x1010066119082815488","Physical Activity #repost! Get in the habit! @PHE_uk @exerciseworks @ProfKevinFenton #FridayFeeling #publichealth #PhysicalActivity https://t.co/gn1TDi9ZhC",,,,,,,,,
"x1010477102561456128",2018-06-23 10:58:09,"x403908693","GregTHR","RT @DocTHRNic: Affordability, Accessibility and Satisfaction: simple, elegant and powerful! Thanks Martin Dockrell ⁦@PHE_uk⁩ for writing th…","Twitter for Android",,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,"x1284375547 41822696","DocTHRNic PHE_uk","en",,,"x1010469342700539904","Affordability, Accessibility and Satisfaction: simple, elegant and powerful! Thanks Martin Dockrell ⁦@PHE_uk⁩ for writing this, and my salute to your mom for cutting through the complexity to get to what really matters!  https://t.co/DMVNmXGiA6",,,,,,,,,
"x1010474840883593216",2018-06-23 10:49:10,"x614319521","nikkendrew","RT @JohnSykes_6: #1change 70% of GP consults are rooted in lifestyle related choices. We can all make positive changes in our lifestyle to…","Twitter for iPhone",,,,FALSE,TRUE,0,17,"1change",,,,,,,,,,,,,"x369428221","JohnSykes_6","en",,,"x1010452730752720896","#1change 70% of GP consults are rooted in lifestyle related choices. We can all make positive changes in our lifestyle to better our health. What #1change can you make? @BritSocLM @rcgp @PHE_uk https://t.co/8hhZG9pcSj",,,,,,,,,
"x1010474537287405568",2018-06-23 10:47:58,"x2202023072","petitesouris47","RT @StevePullan: Interested in ticks and emerging disease genomics? 

We have a @PHE_uk funded PhD studentship available at Porton/UoBath t…","Twitter Web Client",,,,FALSE,TRUE,0,25,,,,,,,,,,,,,,"x29473922 41822696","StevePullan PHE_uk","en",,,"x1010131319748218880","Interested in ticks and emerging disease genomics? 

We have a @PHE_uk funded PhD studentship available at Porton/UoBath to work with us, @EpicFeil_ and the Medical Entomology team on sequencing-based biosurveillance of UK ticks. 

Pls RT

https://t.co/dYsOQi7veB",,,,,,,,,
"x1010472476894224384",2018-06-23 10:39:46,"x375622960","jsummers71","RT @NNAllianceAU: Experts back #eCigarettes 
By @roderickdelcruz via @MlaStandard 
@drjoesDIYhealth @PHE_uk @Twigolet @NNAlliance @ColinMen…","TweetDeck",,,,FALSE,TRUE,0,15,"eCigarettes",,,,,,,,,,,,,"x928848907072712704 62833149 474871087 21618344 41822696 1726319492 2458001696","NNAllianceAU roderickdelcruz MlaStandard drjoesDIYhealth PHE_uk Twigolet NNAlliance","en",,,"x1008384342060437504","Experts back #eCigarettes 
By @roderickdelcruz via @MlaStandard 
@drjoesDIYhealth @PHE_uk @Twigolet @NNAlliance @ColinMendelsohn @GerryStimson @INNCOorg @MarewaGlover @FarsalinosK @InsidePMI @BATPress @JTI_global 
@WHO @Armi0156 
#gfn18 #eCig #vape #THR 
https://t.co/qBusrWKXYk",,,,,,,,,
"x1010472339455336448",2018-06-23 10:39:14,"x938470740428500992","ellenfallows","RT @JohnSykes_6: #1change 70% of GP consults are rooted in lifestyle related choices. We can all make positive changes in our lifestyle to…","Twitter for iPhone",,,,FALSE,TRUE,0,17,"1change",,,,,,,,,,,,,"x369428221","JohnSykes_6","en",,,"x1010452730752720896","#1change 70% of GP consults are rooted in lifestyle related choices. We can all make positive changes in our lifestyle to better our health. What #1change can you make? @BritSocLM @rcgp @PHE_uk https://t.co/8hhZG9pcSj",,,,,,,,,
"x1010472004934361089",2018-06-23 10:37:54,"x3255840556","BPhippshome","RT @JohnSykes_6: #1change 70% of GP consults are rooted in lifestyle related choices. We can all make positive changes in our lifestyle to…","Twitter for iPhone",,,,FALSE,TRUE,0,17,"1change",,,,,,,,,,,,,"x369428221","JohnSykes_6","en",,,"x1010452730752720896","#1change 70% of GP consults are rooted in lifestyle related choices. We can all make positive changes in our lifestyle to better our health. What #1change can you make? @BritSocLM @rcgp @PHE_uk https://t.co/8hhZG9pcSj",,,,,,,,,
"x1010471707289772032",2018-06-23 10:36:43,"x1254555685","StationHouseGPs","RT @PHE_uk: Heading to a festival this summer? You should ensure you are up to date with your MMR vaccine because of measles outbreaks acro…","Twitter Web Client",,,,FALSE,TRUE,0,76,,,,,,,,,,,,,,"x41822696","PHE_uk","en",,,"x1010133952202502144","Heading to a festival this summer? You should ensure you are up to date with your MMR vaccine because of measles outbreaks across England. More info: https://t.co/OqpGN4nTrL  #StopTheSpread https://t.co/2nqxeYmVhM",,,,,,,,,
"x1010470020713938944",2018-06-23 10:30:01,"x918833328941420544","andydalessio21","@rcpsych @rcgp @MHRAgovuk @PHE_uk Any comment? #ElephantInTheRoom https://t.co/ZDVnaOW1JC","Twitter for iPhone",,"x15300222","rcpsych",TRUE,FALSE,1,0,"ElephantInTheRoom",,"twitter.com/fiddaman/statu…","https://t.co/ZDVnaOW1JC","https://twitter.com/fiddaman/status/1010461796958949376",,,,,,,,,"x15300222 42866391 330993102 41822696","rcpsych rcgp MHRAgovuk PHE_uk","en","x1010461796958949376","“There was no indication and no warning that she would do this,”

Apart from this... Cops “found a variety of anxiety meds at her death scene.""

https://t.co/VITmnIAC5H",,,,,,,,,,,
"x1010469369355350016",2018-06-23 10:27:25,"x165801606","ashesmod","@PHE_uk @WhiteHorseDC @WhiteHorseDC your obviously are failing to reduce pollution by forcing parents and wheelchair users to drive their cars as the footpath between Drayton and Steventon in inaccessible but still do nothing https://t.co/RO1Xb1ROuh","Twitter for Android","x1009742244432302080","x41822696","PHE_uk",FALSE,FALSE,0,0,,,,,,"http://pbs.twimg.com/media/DgXoiB7X4AEyuWQ.jpg","https://t.co/RO1Xb1ROuh","https://twitter.com/ashesmod/status/1010469369355350016/photo/1","photo","http://pbs.twimg.com/media/DgXoiB7X4AEyuWQ.jpg","https://t.co/RO1Xb1ROuh","https://twitter.com/ashesmod/status/1010469369355350016/photo/1",,"x41822696 177190532 177190532","PHE_uk WhiteHorseDC WhiteHorseDC","en",,,,,,,,,,,,,
"x1010469342700539904",2018-06-23 10:27:19,"x1284375547","DocTHRNic","Affordability, Accessibility and Satisfaction: simple, elegant and powerful! Thanks Martin Dockrell ⁦@PHE_uk⁩ for writing this, and my salute to your mom for cutting through the complexity to get to what really matters!  https://t.co/DMVNmXGiA6","Twitter for iPhone",,,,FALSE,FALSE,6,1,,,"rsph.org.uk/about-us/news/…","https://t.co/DMVNmXGiA6","https://www.rsph.org.uk/about-us/news/guest-blog-my-mother-said.html",,,,,,,,,"x41822696","PHE_uk","en",,,,,,,,,,,,,
"x1010468724170743808",2018-06-23 10:24:52,"x2737054210","gulroot11","RT @JamieWaterall: Read my latest @PHE_uk blog published THIS WEEK, which looks at the role of health &amp; care professionals supporting peopl…","Twitter for iPhone",,,,FALSE,TRUE,0,35,,,,,,,,,,,,,,"x2706075254 41822696","JamieWaterall PHE_uk","en",,,"x1010064474718507010","Read my latest @PHE_uk blog published THIS WEEK, which looks at the role of health &amp; care professionals supporting people to get more active. Lots of resources and tools included #AllOurHealth #Active10 https://t.co/8eK2XjMTAa … https://t.co/pbxjxaypND",,,,,,,,,
"x1010468629358546950",2018-06-23 10:24:29,"x2737054210","gulroot11","RT @PHE_uk: How can health and care professionals help to get everybody active every day? Lots of useful tools and resources inside this ne…","Twitter for iPhone",,,,FALSE,TRUE,0,144,,,,,,,,,,,,,,"x41822696","PHE_uk","en",,,"x1010063342906630144","How can health and care professionals help to get everybody active every day? Lots of useful tools and resources inside this new #AllOurHealth blog ➡️https://t.co/Fj7lHp1JTJ https://t.co/uy40WoAfej",,,,,,,,,
"x1010468538786697216",2018-06-23 10:24:07,"x3428394471","JillPage51","RT @PHE_uk: Heading to a festival this summer? You should ensure you are up to date with your MMR vaccine because of measles outbreaks acro…","Twitter for iPhone",,,,FALSE,TRUE,0,76,,,,,,,,,,,,,,"x41822696","PHE_uk","en",,,"x1010133952202502144","Heading to a festival this summer? You should ensure you are up to date with your MMR vaccine because of measles outbreaks across England. More info: https://t.co/OqpGN4nTrL  #StopTheSpread https://t.co/2nqxeYmVhM",,,,,,,,,
"x1010468453164224512",2018-06-23 10:23:47,"x986230418759352321","annhughesteleh1","RT @PHE_uk: Heading to a festival this summer? You should ensure you are up to date with your MMR vaccine because of measles outbreaks acro…","Twitter for Android",,,,FALSE,TRUE,0,89,,,,,,,,,,,,,,"x41822696","PHE_uk","en",,,"x1009378513177186304","Heading to a festival this summer? You should ensure you are up to date with your MMR vaccine because of measles outbreaks across England. More info: https://t.co/OqpGN4nTrL #StopTheSpread https://t.co/Mka3jV5Wbr",,,,,,,,,
"x1010467920546353152",2018-06-23 10:21:40,"x918833328941420544","andydalessio21","@rcpsych @rcgp @MHRAgovuk @PHE_uk Any comment? 

#PrescribedHarm prescribed #BadMedicine covered up under #Misdiagnosis with potentially #FatalConsequences #Ostracised #Suppressed https://t.co/KAdQIZ1FUY","Twitter for iPhone",,"x15300222","rcpsych",TRUE,FALSE,0,0,"PrescribedHarm BadMedicine Misdiagnosis FatalConsequences Ostracised Suppressed",,"twitter.com/johncos4/statu…","https://t.co/KAdQIZ1FUY","https://twitter.com/johncos4/status/1010312603883565057",,,,,,,,,"x15300222 42866391 330993102 41822696","rcpsych rcgp MHRAgovuk PHE_uk","en","x1010312603883565057","@alyne_duthie AKATHISIA Is common read Dr Shipko it’s often misdiagnosed called restless leg, agitated depression, “movement disorder” anxiety syndrome, etc.DELIBERATE misdirection by Pharma and the global medical establishment to keep us from connecting many deadly https://t.co/krRzPUPGLv!",,,,,,,,,,,
"x1010467394748407809",2018-06-23 10:19:35,"x996079101558644736","LambethYC","RT @Bujurra: Young people are encouraged to ensure they had 2 doses of MMR vaccine before going on holiday to Europe where there are large…","Twitter for Android",,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,"x72326567","Bujurra","en",,,"x1010165866825158656","Young people are encouraged to ensure they had 2 doses of MMR vaccine before going on holiday to Europe where there are large outbreaks of #measles @PublicHealthEng @NHSEngland @PHE_uk the vaccine is available free to anyone in GP surgeries. 💉",,,,,,,,,
"x1010466398651453441",2018-06-23 10:15:37,"x1428700609","FunnySpensley","RT @JohnSykes_6: #1change 70% of GP consults are rooted in lifestyle related choices. We can all make positive changes in our lifestyle to…","Twitter for iPhone",,,,FALSE,TRUE,0,17,"1change",,,,,,,,,,,,,"x369428221","JohnSykes_6","en",,,"x1010452730752720896","#1change 70% of GP consults are rooted in lifestyle related choices. We can all make positive changes in our lifestyle to better our health. What #1change can you make? @BritSocLM @rcgp @PHE_uk https://t.co/8hhZG9pcSj",,,,,,,,,
"x1010465688006381569",2018-06-23 10:12:48,"x2515451593","SurinderTamne","RT @ilovechocagar: Meeting looks great @SurinderTamne @PHE_uk https://t.co/NVyzvS9JWM","Twitter for iPhone",,,,FALSE,TRUE,0,1,,,"twitter.com/mrsbosanquet/s…","https://t.co/NVyzvS9JWM","https://twitter.com/mrsbosanquet/status/1010158756439691265",,,,,,,,,"x1373069432 2515451593 41822696","ilovechocagar SurinderTamne PHE_uk","en",,,"x1010464337528487938","Meeting looks great @SurinderTamne @PHE_uk https://t.co/NVyzvS9JWM",,,,,,,,,
"x1010464337528487938",2018-06-23 10:07:26,"x1373069432","ilovechocagar","Meeting looks great @SurinderTamne @PHE_uk https://t.co/NVyzvS9JWM","Twitter for iPhone",,,,TRUE,FALSE,2,1,,,"twitter.com/mrsbosanquet/s…","https://t.co/NVyzvS9JWM","https://twitter.com/mrsbosanquet/status/1010158756439691265",,,,,,,,,"x2515451593 41822696","SurinderTamne PHE_uk","en","x1010158756439691265","#CassieGregory a shining star of a @PHE_WestMids #HealthProtectionNurseSpecialist shares their approach to #TBCluster investigations at #TBWorkforce2018 WOW! @VivJBennett you met her last week. Future? #SocialNetworkAnalysis tools https://t.co/nqEreEmVMx",,,,,,,,,,,
"x1010464012025331712",2018-06-23 10:06:08,"x216106495","AntibioticLeeds","@BSACandJAC @FIP_org @ESGAP_ABS @Wellcome_AMR @UKCPAPIN @PHE_uk @rpharms https://t.co/6ZMMBDVrEE","Twitter for iPad",,"x1174233288","BSACandJAC",TRUE,FALSE,0,0,,,"twitter.com/reactgroup/sta…","https://t.co/6ZMMBDVrEE","https://twitter.com/reactgroup/status/1010463528032047104",,,,,,,,,"x1174233288 70916300 1613350718 3292777305 3224597847 41822696 201698706","BSACandJAC FIP_org ESGAP_ABS Wellcome_AMR UKCPAPIN PHE_uk rpharms","und","x1010463528032047104","Prof. Anthony So, ReAct, appointed Co-convener of @uniacgamr! “I’m honored by the opportunity &amp; humbled by the challenge we face in putting forward strategic recommendations for the @UN Secretary General in addressing #AntimicrobialResistance.” #AMR https://t.co/UrnFL6OOOT",,,"https://api.twitter.com/1.1/geo/id/6863fd050de21120.json","Leeds","Leeds, England","city","United Kingdom","GB",,,"-1.706057 -1.424923 -1.424923 -1.706057 53.7363694 53.7363694 53.867543 53.867543"
"x1010463776016076801",2018-06-23 10:05:12,"x17916318","CateGreaves","RT @PHE_uk: How can health and care professionals help to get everybody active every day? Lots of useful tools and resources inside this ne…","Twitter for Android",,,,FALSE,TRUE,0,144,,,,,,,,,,,,,,"x41822696","PHE_uk","en",,,"x1010063342906630144","How can health and care professionals help to get everybody active every day? Lots of useful tools and resources inside this new #AllOurHealth blog ➡️https://t.co/Fj7lHp1JTJ https://t.co/uy40WoAfej",,,,,,,,,
"x1010463333982535680",2018-06-23 10:03:26,"x549598410","JohndePury","See @PHE_uk @UniversitiesUK guidance https://t.co/YbTqYQDIfw Fit and healthy teenager died suddenly from meningitis just a week after starting university https://t.co/eX6ZQKD034","Twitter for iPad",,,,FALSE,FALSE,0,0,,,"universitiesuk.ac.uk/policy-and-ana… thesun.co.uk/news/6591544/f…","https://t.co/YbTqYQDIfw https://t.co/eX6ZQKD034","https://www.universitiesuk.ac.uk/policy-and-analysis/reports/Documents/2017/prevention-management-meningococcal-meningitis-septicaemia-higher-education.pdf https://www.thesun.co.uk/news/6591544/fit-and-healthy-teenager-died-suddenly-from-meningitis-just-a-week-after-starting-university/",,,,,,,,,"x41822696 81812518","PHE_uk UniversitiesUK","en",,,,,,,,,,,,,
"x1010462952321937408",2018-06-23 10:01:55,"x549598410","JohndePury","See @PHE_uk @UniversitiesUK guidance https://t.co/YbTqYQDIfw https://t.co/r4UsLhUQhi","Twitter for iPad",,,,TRUE,FALSE,0,0,,,"universitiesuk.ac.uk/policy-and-ana… twitter.com/hepi_news/stat…","https://t.co/YbTqYQDIfw https://t.co/r4UsLhUQhi","https://www.universitiesuk.ac.uk/policy-and-analysis/reports/Documents/2017/prevention-management-meningococcal-meningitis-septicaemia-higher-education.pdf https://twitter.com/hepi_news/status/1010172890669572097",,,,,,,,,"x41822696 81812518","PHE_uk UniversitiesUK","en","x1010172890669572097","Please read this and encourage anyone starting higher education this autumn to consider the jab: Fit and healthy teenager died suddenly from meningitis just a week after starting university https://t.co/jom2JxAfBG",,,,,,,,,,,
"x1010462830942879744",2018-06-23 10:01:27,"x549598410","JohndePury","See @PHE_uk @UniversitiesUK guidance https://t.co/YbTqYQDIfw https://t.co/HrY6tdYlzR","Twitter for iPad",,,,TRUE,FALSE,0,0,,,"universitiesuk.ac.uk/policy-and-ana… twitter.com/jeremy_christe…","https://t.co/YbTqYQDIfw https://t.co/HrY6tdYlzR","https://www.universitiesuk.ac.uk/policy-and-analysis/reports/Documents/2017/prevention-management-meningococcal-meningitis-septicaemia-higher-education.pdf https://twitter.com/jeremy_christey/status/1010443655650398208",,,,,,,,,"x41822696 81812518","PHE_uk UniversitiesUK","en","x1010443655650398208","This should be circulated as widely as possible - students, get your meningitis jab this summer, before you come to university !  @DrKnut @nusuk @DrdomThompson @StudentMindsOrg @UniversitiesUK @ucas_online @UCAS_advisers https://t.co/3jELFuhUtt",,,,,,,,,,,
"x1010462667809665025",2018-06-23 10:00:48,"x1525817654","BambisLiverpool","RT @food_active: Guest #blog from @Tommys_baby 

""Better beginnings for the next generation means talking about #healthyweight before pregn…","Twitter for iPhone",,,,FALSE,TRUE,0,2,"blog healthyweight",,,,,,,,,,,,,"x1911063608 17682815","food_active Tommys_baby","en",,,"x1010462469213454336","Guest #blog from @Tommys_baby 

""Better beginnings for the next generation means talking about #healthyweight before pregnancy""

#Areyouready
@RCObsGyn
@PHE_uk
@UCL_IfWH
@julie_abayomi
@BambisLiverpool

Read more here:
https://t.co/a583ery6N1",,,,,,,,,
"x1010462645126918145",2018-06-23 10:00:42,"x549569759","sahota_m","RT @JohnSykes_6: #1change 70% of GP consults are rooted in lifestyle related choices. We can all make positive changes in our lifestyle to…","Twitter for Android",,,,FALSE,TRUE,0,17,"1change",,,,,,,,,,,,,"x369428221","JohnSykes_6","en",,,"x1010452730752720896","#1change 70% of GP consults are rooted in lifestyle related choices. We can all make positive changes in our lifestyle to better our health. What #1change can you make? @BritSocLM @rcgp @PHE_uk https://t.co/8hhZG9pcSj",,,,,,,,,
"x1010462469213454336",2018-06-23 10:00:00,"x1911063608","food_active","Guest #blog from @Tommys_baby 

""Better beginnings for the next generation means talking about #healthyweight before pregnancy""

#Areyouready
@RCObsGyn
@PHE_uk
@UCL_IfWH
@julie_abayomi
@BambisLiverpool

Read more here:
https://t.co/a583ery6N1","TweetDeck",,,,FALSE,FALSE,6,2,"blog healthyweight Areyouready",,"foodactive.org.uk/guest-blog-bet…","https://t.co/a583ery6N1","http://www.foodactive.org.uk/guest-blog-better-beginnings-for-the-next-generation-means-talking-to-people-about-health-before-conception/",,,,,,,,,"x17682815 82612443 41822696 3355027203 4195117767 1525817654","Tommys_baby RCObsGyn PHE_uk UCL_IfWH julie_abayomi BambisLiverpool","en",,,,,,,,,,,,,
"x1010462367593975810",2018-06-23 09:59:36,"x217383328","MetrekAlMetrek","RT @PHE_uk: Heading to a festival this summer? You should ensure you are up to date with your MMR vaccine because of measles outbreaks acro…","Twitter for iPhone",,,,FALSE,TRUE,0,76,,,,,,,,,,,,,,"x41822696","PHE_uk","en",,,"x1010133952202502144","Heading to a festival this summer? You should ensure you are up to date with your MMR vaccine because of measles outbreaks across England. More info: https://t.co/OqpGN4nTrL  #StopTheSpread https://t.co/2nqxeYmVhM",,,,,,,,,
"x1010460829286793216",2018-06-23 09:53:29,"x905356536171700224","NHSDWS","RT @PHE_uk: Blog: Ten years on since the start of the HPV vaccine programme – what impact is it having? https://t.co/pusotl5alv #NHS70 http…","Twitter Web Client",,,,FALSE,TRUE,0,32,"NHS70",,"bit.ly/2yjelSB","https://t.co/pusotl5alv","http://bit.ly/2yjelSB",,,,,,,,,"x41822696","PHE_uk","en",,,"x1009736797843271681","Blog: Ten years on since the start of the HPV vaccine programme – what impact is it having? https://t.co/pusotl5alv #NHS70 https://t.co/ijDoyjFMiQ",,,,,,,,,
"x1010458416664498176",2018-06-23 09:43:54,"x2602404580","KcwLpc","RT @pharmacycomplet: @PHE_uk @JamieWaterall Great role for #HealthChampions in #HLPs and a great topic for a health campaign","Twitter for iPhone",,,,FALSE,TRUE,0,1,"HealthChampions HLPs",,,,,,,,,,,,,"x4503586415 41822696 2706075254","pharmacycomplet PHE_uk JamieWaterall","en",,,"x1010431113213431808","@PHE_uk @JamieWaterall Great role for #HealthChampions in #HLPs and a great topic for a health campaign",,,,,,,,,
"x1010458387375632384",2018-06-23 09:43:47,"x2602404580","KcwLpc","RT @PHE_uk: How can health and care professionals help to get everybody active every day? Lots of useful tools and resources inside this ne…","Twitter for iPhone",,,,FALSE,TRUE,0,144,,,,,,,,,,,,,,"x41822696","PHE_uk","en",,,"x1010063342906630144","How can health and care professionals help to get everybody active every day? Lots of useful tools and resources inside this new #AllOurHealth blog ➡️https://t.co/Fj7lHp1JTJ https://t.co/uy40WoAfej",,,,,,,,,
"x1010458101391282176",2018-06-23 09:42:39,"x439991242","DAZy81","RT @royalcolchiro: Physical Activity #repost! Get in the habit! @PHE_uk @exerciseworks @ProfKevinFenton #FridayFeeling #publichealth #Physi…","Twitter for Android",,,,FALSE,TRUE,0,17,"repost FridayFeeling publichealth",,,,,,,,,,,,,"x168705633 41822696 256921454 1019967199","royalcolchiro PHE_uk exerciseworks ProfKevinFenton","en",,,"x1010066119082815488","Physical Activity #repost! Get in the habit! @PHE_uk @exerciseworks @ProfKevinFenton #FridayFeeling #publichealth #PhysicalActivity https://t.co/gn1TDi9ZhC",,,,,,,,,
"x1010457590969589760",2018-06-23 09:40:37,"x837008422008733696","ravsinghbains","RT @PHE_uk: How can health and care professionals help to get everybody active every day? Lots of useful tools and resources inside this ne…","Twitter for Android",,,,FALSE,TRUE,0,144,,,,,,,,,,,,,,"x41822696","PHE_uk","en",,,"x1010063342906630144","How can health and care professionals help to get everybody active every day? Lots of useful tools and resources inside this new #AllOurHealth blog ➡️https://t.co/Fj7lHp1JTJ https://t.co/uy40WoAfej",,,,,,,,,
"x1010456201891667968",2018-06-23 09:35:06,"x102643049","Leic_hospital","Healthy Tip 57: 1 in 4 children will have tooth decay when they start school, according to stats from @PHE_uk. See our 10 tips for parents on the top causes of tooth decay in children, and how to avoid them: https://t.co/nWPiMd0fHd #NHS70Leicester #Leicesterhospitals https://t.co/e4LjNuWZae","Hootsuite Inc.",,,,FALSE,FALSE,2,1,"NHS70Leicester Leicesterhospitals",,"ow.ly/CzDg30k7MqK","https://t.co/nWPiMd0fHd","http://ow.ly/CzDg30k7MqK","http://pbs.twimg.com/media/DgXcj1jWsAAxNFz.jpg","https://t.co/e4LjNuWZae","https://twitter.com/Leic_hospital/status/1010456201891667968/photo/1","photo","http://pbs.twimg.com/media/DgXcj1jWsAAxNFz.jpg","https://t.co/e4LjNuWZae","https://twitter.com/Leic_hospital/status/1010456201891667968/photo/1",,"x41822696","PHE_uk","en",,,,,,,,,,,,,
"x1010456198670319619",2018-06-23 09:35:05,"x2802041296","PUNC14Julie","RT @PHE_uk: How can health and care professionals help to get everybody active every day? Lots of useful tools and resources inside this ne…","Twitter for Android",,,,FALSE,TRUE,0,144,,,,,,,,,,,,,,"x41822696","PHE_uk","en",,,"x1010063342906630144","How can health and care professionals help to get everybody active every day? Lots of useful tools and resources inside this new #AllOurHealth blog ➡️https://t.co/Fj7lHp1JTJ https://t.co/uy40WoAfej",,,,,,,,,
"x1010455300124696576",2018-06-23 09:31:31,"x3331246431","CampbellMurdoch","RT @JohnSykes_6: #1change 70% of GP consults are rooted in lifestyle related choices. We can all make positive changes in our lifestyle to…","Twitter for Android",,,,FALSE,TRUE,0,17,"1change",,,,,,,,,,,,,"x369428221","JohnSykes_6","en",,,"x1010452730752720896","#1change 70% of GP consults are rooted in lifestyle related choices. We can all make positive changes in our lifestyle to better our health. What #1change can you make? @BritSocLM @rcgp @PHE_uk https://t.co/8hhZG9pcSj",,,,,,,,,
"x1010454428795723776",2018-06-23 09:28:03,"x2515451593","SurinderTamne","RT @EGRoss85: @MrsBosanquet @farrow_stacey @PHE_uk @SurinderTamne Worth doing. They’ve been popular @IPS_Infection @TalkJennie &amp; Lesley Pri…","Twitter for iPhone",,,,FALSE,TRUE,0,2,,,,,,,,,,,,,,"x1284466693 392547375 1689293256 41822696 2515451593 358083739 1928070337","EGRoss85 MrsBosanquet farrow_stacey PHE_uk SurinderTamne IPS_Infection TalkJennie","en",,,"x1010418183247933441","@MrsBosanquet @farrow_stacey @PHE_uk @SurinderTamne Worth doing. They’ve been popular @IPS_Infection @TalkJennie &amp; Lesley Price. Increased submissions to Journal of Infection Prevention #JIP",,,,,,,,,
"x1010454370050301953",2018-06-23 09:27:49,"x2515451593","SurinderTamne","RT @MrsBosanquet: @EGRoss85 @PHE_uk @SurinderTamne @IPS_Infection @TalkJennie Plus, #IPC &amp; #TB could do some great work together. @IPS_Infe…","Twitter for iPhone",,,,FALSE,TRUE,0,1,"IPC TB",,,,,,,,,,,,,"x392547375 1284466693 41822696 2515451593 358083739 1928070337","MrsBosanquet EGRoss85 PHE_uk SurinderTamne IPS_Infection TalkJennie","en",,,"x1010434267900456960","@EGRoss85 @PHE_uk @SurinderTamne @IPS_Infection @TalkJennie Plus, #IPC &amp; #TB could do some great work together. @IPS_Infection @SurinderTamne you remember Jennie Wilson too. It all comes around!",,,,,,,,,
"x1010452730752720896",2018-06-23 09:21:18,"x369428221","JohnSykes_6","#1change 70% of GP consults are rooted in lifestyle related choices. We can all make positive changes in our lifestyle to better our health. What #1change can you make? @BritSocLM @rcgp @PHE_uk https://t.co/8hhZG9pcSj","Twitter for iPhone",,,,FALSE,FALSE,33,17,"1change 1change",,,,,"http://pbs.twimg.com/media/DgXZZjyWsAAHbl5.jpg","https://t.co/8hhZG9pcSj","https://twitter.com/JohnSykes_6/status/1010452730752720896/photo/1","photo","http://pbs.twimg.com/media/DgXZZjyWsAAHbl5.jpg","https://t.co/8hhZG9pcSj","https://twitter.com/JohnSykes_6/status/1010452730752720896/photo/1",,"x851596620361854976 42866391 41822696","BritSocLM rcgp PHE_uk","en",,,,,"https://api.twitter.com/1.1/geo/id/7ae9e2f2ff7a87cd.json","Edinburgh","Edinburgh, Scotland","city","United Kingdom","GB",,,"-3.3285119 -3.077505 -3.077505 -3.3285119 55.894729 55.894729 55.991662 55.991662"
"x1010451336494829568",2018-06-23 09:15:46,"x83190588","beckyseale","RT @Rob_Trimble: Had a great evening launching our Unleashing Healthy Communities report @Bromley_by_Bow - huge thanks to @PHE_uk @GregorWe…","Twitter for iPhone",,,,FALSE,TRUE,0,4,,,,,,,,,,,,,,"x432302392 814832995 41822696","Rob_Trimble Bromley_by_Bow PHE_uk","en",,,"x1009926588182523906","Had a great evening launching our Unleashing Healthy Communities report @Bromley_by_Bow - huge thanks to @PHE_uk @GregorWell &amp; our brilliant research team...and everyone who came along this evening! @Insights_BBBC https://t.co/jKJ2PBsX4Q https://t.co/3RAG2vrH0k",,,,,,,,,
